X,Y,OBJECTID,Watershed,Waterbody,Latitude,Longitude,Collection,SampleDept,FTS42,FTS42Flag,FTS62,FTS62Flag,FTS82,FTS82Flag,FOSA,FOSAFlag,NEtFOSAA,NMeFOSAA,PFBA,PFBAFlag,PFBS,PFBSFlag,PFDA,PFDAFlag,PFDoA,PFDoAFlag,PFDS,PFDSFlag,PFHpA,PFHpAFlag,PFHpS,PFHpSFlag,PFHxA,PFHxAFlag,PFHxS,PFHxSFlag,PFNA,PFNAFlag,PFNS,PFNSFlag,PFOA,PFOAFlag,PFOS,PFOSFlag,PFPeA,PFPeAFlag,PFPeS,PFPeSFlag,PFTeA,PFTeAFlag,PFTriA,PFTriAFlag,PFUnA,PFUnAFlag,PF3ONS9Cl,ADONA,ADONAFlag,GenX,GenXFlag,FTCA53,NEtFOSAAFlag,NMeFOSAAFlag,PF3OUdS11Cl,PF3OUdS11ClFlag,PF3ONS9ClFlag,FTCA53Flag
-85.5757189996321,42.3245859998441,316,Kalamazoo,SW Outfall,42.324586,-85.575719,2018/08/07 00:00:00+00, ,4.4,K,1.7,K,1.7,K,0.3,K,1.6,2.6,2.5, ,1.5,J,0.26,K,0.47,K,0.27,K,0.89,J,0.16,K,3, ,3.4,B,0.73,J,0.14,K,2.2, ,4.1,B,4.2, ,0.44,J,0.25,K,1.1,K,0.94,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.5729679995735,42.3239900002384,317,Kalamazoo,SW Outfall,42.32399,-85.572968,2018/08/07 00:00:00+00, ,4.4,K,1.7,K,1.7,K,0.3,K,1.6,2.6,2.4, ,5.7, ,0.26,K,0.46,K,0.27,K,1.4,J,0.16,K,3, ,7,B,0.23,K,0.14,K,3, ,4.4,B,2.7, ,1.9, ,0.24,K,1.1,K,0.93,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.5725290000133,42.3232880002411,318,Kalamazoo,SW Outfall,42.323288,-85.572529,2018/08/07 00:00:00+00, ,4.4,K,1.7,K,1.7,K,0.32,J,1.6,2.6,2.7, ,1.7, ,0.26,K,0.47,K,0.27,K,1,J,0.24,J,3.8, ,3.7,B,0.72,J,0.14,K,4.7, ,10,B,4.6, ,0.52,J,0.25,K,1.1,K,0.94,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.5794842002356,42.3319547002493,319,Kalamazoo,Riparian,42.3319547,-85.5794842,2018/08/07 00:00:00+00, ,5.3,K,2,K,2,K,1400, ,5100,31,21,B,30, ,6.6, ,0.56,K,10, ,230, ,180, ,130, ,200,B,34, ,35, ,2000, ,9500, ,41, ,54, ,0.29,K,1.3,K,1.1,J, , ,Not Measured, ,Not Measured, , , , ,Not Measured,Not Measured,Not Measured
-85.5735149996175,42.2945899997288,320,Kalamazoo,Portage Creek,42.29459,-85.573515,2018/08/07 00:00:00+00, ,4.9,K,1.9,K,1.9,K,0.33,K,1.8,2.9,3.3, ,3.4, ,0.29,K,0.52,K,0.3,K,0.88,J,0.18,K,1.9, ,2,B,0.32,J,0.15,K,2.7, ,4.1,B,1.8,J,0.33,J,0.28,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.5767149996975,42.3468880003809,321,Kalamazoo,No Name Creek,42.346888,-85.576715,2018/08/07 00:00:00+00, ,4.4,K,1.7,K,1.7,K,0.3,K,1.6,2.6,3.1,B,5.7, ,0.26,K,0.47,K,0.27,K,2.9, ,0.43,J,4.8, ,7.6,B,0.23,K,0.14,K,15, ,13, ,3.3, ,1.2,J,0.35,J B,1.1,K,0.93,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.7440699997306,42.4688500003273,322,Huron,Davis Creek,42.46885,-83.74407,2018/10/30 00:00:00+00, ,4.8,K,1.9,K,1.9,K,0.33,K,1.8,2.9,5.8, ,3.4, ,0.29,K,0.51,K,0.3,K,1.4,J,0.18,K,4, ,1.2,J B,0.76,J,0.15,K,2.9, ,1.3,J,9.1, ,0.28,K,0.27,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.9249400002807,42.4428500001275,323,Huron,Honey Creek- Livingston Co.,42.44285,-83.92494,2018/10/29 00:00:00+00, ,5.4,K,2.1,K,2.1,K*,0.36,K,2,3.2,2.6, ,0.67,J,0.32,K,0.57,K,0.33,K,0.38,J,0.2,K,0.71,J,0.77,J B,0.28,K,0.17,K,0.89,K,0.58,J,0.51,K,0.31,K,0.3,K,1.4,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.5800199996232,42.5787000002049,324,Huron,Huron River,42.5787,-83.58002,2018/10/30 00:00:00+00, ,5.1,K,68, ,2,K,0.34,K,1.9,3,13,B,3.3, ,0.36,J,0.54,K,0.31,K,17, ,0.19,K,29, ,1.4,J B,0.5,J,0.16,K,2.6, ,21, ,55, ,0.36,J,0.28,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.6269199995583,42.5792700004102,325,Huron,Huron River,42.57927,-83.62692,2018/10/30 00:00:00+00, ,5.1,K,120, ,1.9,K,0.34,K,1.8,3,9.5,B,2.7, ,0.3,K,0.53,K,0.31,K,12, ,0.18,K,22, ,1.3,J B,0.47,J,0.16,K,2.1, ,15, ,41, ,0.34,J,0.28,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.7419700000154,42.4831299996498,326,Huron,Huron River,42.48313,-83.74197,2018/10/30 00:00:00+00, ,5.4,K,27, ,2.1,K,0.37,K,2,3.2,14, ,3.7, ,0.39,J,0.57,K,0.33,K,24, ,0.28,J,36, ,1.5,J B,0.66,J,0.17,K,2.8, ,65, ,75, ,0.31,K,0.3,K,1.4,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.559899999885,42.5742500000375,327,Huron,Huron River,42.57425,-83.5599,2018/10/30 00:00:00+00, ,5.2,K,2,K,2,K,0.35,K,1.9,3.1,4.6,B,3.1, ,0.31,K,0.55,K,0.32,K,1.5,J,0.19,K,3, ,1.5,J B,0.6,J,0.16,K,2.9, ,1.2,J,3.3, ,0.35,J,0.29,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.9069499998426,42.4148799999121,328,Huron,Huron River,42.41488,-83.90695,2018/10/29 00:00:00+00, ,5.2,K,2,K,2,K*,0.35,K,1.9,3.1,5.1, ,1.9,J,0.33,J,0.55,K,0.32,K,3.9, ,0.19,K,4.8, ,0.68,J B,0.46,J,0.16,K,1.7,J,88, ,9.4, ,0.3,K,0.29,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.8249099999965,42.4603100004063,329,Huron,Huron River,42.46031,-83.82491,2018/10/29 00:00:00+00, ,5.3,K,16,J,2,K*,0.35,K,1.9,3.1,12, ,3.7, ,0.36,J,0.56,K,0.32,K,18, ,0.38,J,31, ,1.3,J B,0.52,J,0.16,K,2.5, ,46, ,59, ,0.3,K,0.29,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.6457399996013,42.5284499995679,330,Huron,Huron River,42.52845,-83.64574,2018/10/29 00:00:00+00, ,5.4,K,50, ,2.1,K*,0.36,K,2,3.2,9.9, ,2.8, ,0.32,K,0.57,K,0.33,K,15, ,0.2,K,21, ,1.5,J B,0.43,J,0.16,K,2.4, ,22, ,42, ,0.31,K,0.3,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.6315600003937,42.5492599996493,331,Huron,Huron River,42.54926,-83.63156,2018/10/30 00:00:00+00, ,4.5,K,150, ,1.7,K,0.3,K,1.6,2.7,9.1,B,2.6, ,0.27,K,0.48,K,0.28,K,13, ,0.16,K,20, ,1.2,J B,0.5,J,0.14,K,2.4, ,17, ,37, ,0.28,J,0.25,K,1.1,K,0.95,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.7111590000877,42.5639200003078,332,Huron,Mann Creek,42.56392,-83.711159,2018/10/30 00:00:00+00, ,4.9,K,1.9,K,1.9,K,0.33,K,1.8,2.9,3.5, ,0.59,J,0.29,K,0.51,K,0.3,K,0.5,J,0.18,K,1.1,J,0.84,J B,0.25,K,0.15,K,0.85,J,0.98,J,0.91,J,0.28,K,0.27,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.6606700001204,42.6009300001195,333,Huron,Mann Creek,42.60093,-83.66067,2018/10/30 00:00:00+00, ,4.6,K,1.8,K,1.8,K,0.31,K,1.7,2.8,3.9,B,0.89,J,0.28,K,0.49,K,0.28,K,0.44,J,0.17,K,0.91,J,0.4,J B,0.24,K,0.14,K,0.76,K,0.48,K,0.65,J,0.27,K,0.26,K,1.2,K,0.98,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.699320000018,42.5694400003558,334,Huron,Mann Creek,42.56944,-83.69932,2018/10/30 00:00:00+00, ,5.3,K,2,K,2,K,0.36,K,1.9,3.2,3.1,B,0.76,J,0.32,K,0.56,K,0.33,K,0.6,J,0.19,K,0.96,J,0.83,J B,0.28,K,0.16,K,1,J,0.55,K,0.97,J,0.31,K,0.3,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.7180700004301,42.5579999998002,335,Huron,Mann Creek,42.558,-83.71807,2018/10/29 00:00:00+00, ,5,K,1.9,K,1.9,K*,0.34,K,1.8,3,1.2,J,0.82,J,0.3,K,0.53,K,0.31,K,0.6,J,0.18,K,1.2,J,0.81,J B,0.27,J,0.15,K,0.99,J,1.1,J,1.2,J,0.29,K,0.28,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.5622270001759,42.5527040001895,336,Huron,Norton Creek,42.552704,-83.562227,2018/10/30 00:00:00+00, ,4.9,K,390, ,1.9,K,0.33,K,1.8,2.9,28,B,3.5, ,0.29,K,0.52,K,0.3,K,47, ,0.33,J,81, ,1.6,J B,0.99,J,0.15,K,3.3, ,75, ,160, ,0.28,K,0.28,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.5700100002613,42.5725600003438,337,Huron,Norton Creek,42.57256,-83.57001,2018/10/30 00:00:00+00, ,4.9,K,340, ,1.9,K,0.33,K,1.8,2.9,37,B,3.8, ,0.32,J,0.52,K,0.3,K,65, ,0.31,J I,120, ,1.5,J B,1.2,J,0.15,K,3.5, ,88, ,220, ,0.28,K,0.28,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.7969399997811,42.4732700000105,338,Huron,Ore Creek,42.47327,-83.79694,2018/10/29 00:00:00+00, ,5.4,K,2.1,K,2.1,K*,0.36,K,2,3.2,4.7, ,3.6, ,0.38,J,0.57,K,0.33,K,1.2,J,0.2,K,4.4, ,0.86,J B,0.71,J,0.17,K,2.9, ,2.2, ,7.2, ,0.31,K,0.3,K,1.4,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.6062400000759,42.6178499997777,339,Huron,Pettibone Creek,42.61785,-83.60624,2018/10/30 00:00:00+00, ,4.6,K,1.8,K,1.8,K,0.31,K,1.7,2.7,3.5,B,2.9, ,0.27,K,0.48,K,0.28,K,0.84,J,0.17,K,2.5, ,1.9,B,0.27,J,0.14,K,1.8, ,1.3,J,2.9, ,0.37,J,0.25,K,1.1,K,0.96,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.6025709999516,42.5880879996615,340,Huron,Pettibone Creek,42.588088,-83.602571,2018/10/30 00:00:00+00, ,5.2,K,2,K,2,K,0.35,K,1.9,3.1,3.9,B,2.8, ,0.31,K,0.55,K,0.32,K,0.97,J,0.19,K,2.6, ,1.7,J B,0.27,K,0.16,K,1.6,J,0.54,K,2.4, ,0.33,J,0.29,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.6014899995638,42.5926699996209,341,Huron,Pettibone Creek,42.59267,-83.60149,2018/10/30 00:00:00+00, ,4.7,K,1.8,K,1.8,K,0.32,K,1.7,2.8,3.5,B,3, ,0.28,K,0.5,K,0.29,K,0.95,J,0.17,K,2.3, ,1.6,J B,0.24,K,0.14,K,1.5,J,0.75,J,2.5, ,0.34,J,0.26,K,1.2,K,0.99,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.930099999915,42.4190800002419,342,Huron,Portage River,42.41908,-83.9301,2018/10/29 00:00:00+00, ,5.3,K,2,K,2,K*,0.36,K,1.9,3.2,3.8, ,1.2,J,0.32,K,0.56,K,0.33,K,0.81,J,0.19,K,1.2,J,0.43,J B,0.35,J,0.16,K,1.3,J,0.85,J,0.6,J,0.31,K,0.29,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.9422200003527,42.4072800001719,343,Huron,Unnamed,42.40728,-83.94222,2018/10/29 00:00:00+00, ,5.6,K,2.2,K,2.2,K*,0.38,K,2,3.3,5.8, ,3.6, ,0.33,K,0.59,K,0.34,K,0.83,J,0.2,K,2.8, ,0.41,J B,0.29,K,0.17,K,1.5,J,0.58,K,5.6, ,0.32,K,0.31,K,1.4,K,1.2,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.5769300001194,42.5291300003493,344,Huron,W. Br. Norton Creek,42.52913,-83.57693,2018/10/30 00:00:00+00, ,4.8,K,1.8,K,1.8,K,0.32,K,1.7,2.9,7.1,B,1.2,J,0.29,K,0.51,K,0.29,K,1.1,J,0.17,K,2.2, ,0.64,J B,0.49,J,0.15,K,1.4,J,1.8, ,1.8, ,0.28,K,0.27,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.5586299997746,42.5354230000714,345,Huron,Norton Creek,42.535423,-83.55863,2018/10/30 00:00:00+00, ,4.7,K,1.8,K,1.8,K,0.32,K,1.7,2.8,5.8,B,1.6,J,0.28,K,0.5,K,0.29,K,1.1,J,0.17,K,3.2, ,1.1,J B,0.33,J,0.15,K,3.7, ,5.2, ,3.6, ,0.27,K,0.26,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.709459999979,42.5166199999131,346,Huron,Woodruff Creek,42.51662,-83.70946,2018/10/30 00:00:00+00, ,4.9,K,1.9,K,1.9,K,0.33,K,1.8,2.9,3.9, ,5.1, ,0.99,J,0.52,K,0.3,K,1.2,J,0.18,K,3.7, ,1.1,J B,0.27,J,0.15,K,2.6, ,1.7,J,5.4, ,0.28,K,0.27,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.5058979997928,42.5030300000345,347,Rouge,Davis Drain,42.50303,-83.505898,2018/10/30 00:00:00+00, ,4.8,K,1.8,K,1.8,K,0.36,J,1.8,2.9,12,B,8.1, ,0.62,J,0.51,K,0.29,K,2.9, ,0.18,K,7.9, ,1.5,J B,0.97,J,0.15,K,5.1, ,10, ,9.2, ,0.28,K,0.27,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.7456504997707,42.2905369998827,348,Huron,Huron River,42.290537,-83.7456505,2018/09/28 00:00:00+00, ,5,K,1.9,K,1.9,K,0.34,K,1.8,3,8.7,H,6, ,0.53,J,0.53,K,0.31,K,19, ,0.3,J,23, ,1.3,J B,1.1,J,0.16,K,3.4, ,37, ,42, ,0.29,K,0.28,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.765019999973,42.3182200003528,349,Huron,Huron River,42.31822,-83.76502,2018/09/28 00:00:00+00, ,5.2,K,2,K,2,K,0.35,K,1.9,3.1,9.8,B,4.8, ,0.66,J,0.55,K,0.32,K,17, ,0.32,J,19, ,1,J B,1.1,J,0.16,K,3, ,42, ,38, ,0.3,K,0.29,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.6152100000414,42.5896499997477,350,Huron,Huron River,42.58965,-83.61521,2018/10/02 00:00:00+00, ,5,K,190, ,1.9,K,0.33,K,1.8,3,16, ,2.8, ,0.37,J,0.53,K,0.31,K,18, ,0.24,J,54, ,1.5,J B,0.71,J,0.15,K,2.2, ,61, ,120, ,0.29,K,0.28,K,1.2,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-83.6027769995588,42.58965199984,351,Huron,Milford Pond,42.589652,-83.602777,2018/10/04 00:00:00+00, ,4.7,K,1.8,K,1.8,K,0.31,K,1.7,2.8,2.6, ,3.1, ,0.28,K,0.49,K,0.29,K,0.83,J,0.17,K,2.4, ,1.6,J B,0.24,K,0.14,K,1.9, ,0.61,J,2.8, ,0.28,J,0.26,K,1.2,K,0.99,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.2206739997053,41.8961240002225,352,St. Joseph,Swan Creek,41.896124,-85.220674,2018/08/21 00:00:00+00, ,1.9,K,1.9,J,0.84,K,0.28,K,4.8,1.8,2.8,B,0.27, ,0.25,K,1,K,0.33,K,0.46,J,0.3,K,0.79,K,0.18,J B,0.54,K,2.9,K,1.7,K,4.7, ,1.8,J,0.15,K,1.2,K,0.51,K,0.29,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.3226600002588,41.9582170002145,353,St. Joseph,Swan Creek,41.958217,-85.32266,2018/08/21 00:00:00+00, ,0.32,K,0.28,K,0.15,K,0.51,K,0.29,0.18,0.29,B,4.9,J,0.33,K,0.15,K,1,K,0.18,J I,1.9,K,0.27,J,1.9,J B,0.3,J,0.27,K,1,K,0.52, ,1.2,J,1.2,K,1.8,K,2.9,K,0.28,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.2023390004445,41.9022260001299,354,St. Joseph,Swan Creek,41.902226,-85.202339,2018/08/21 00:00:00+00, ,1.2,K,0.27,K,0.18,K,2,K,0.52,1,0.58,B,3.1, ,0.19,K,0.35,K,2,K,1.3,J,5.2,K,0.55,K,1.9,J B,0.29,K,0.29,K,0.27,K,0.31,J,1.1,K,0.81,K,0.16,K,0.3,K,0.32,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.3394239999176,41.9187070002279,355,St. Joseph,Long Lake,41.918707,-85.339424,2018/08/21 00:00:00+00, ,1.1,K,0.54,K,1.3,K,1.9,K,0.31,0.27,2.3,B,3,J,0.18,K,0.33,K,1.9,K,1.2,J,4.9,K,0.52,J,1.8,J B,0.28,J,0.49,K,0.81,K,0.3, ,1,J,0.84,K,0.15,K,0.29,K,0.3,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.3170559999344,41.9454650003096,356,St. Joseph,Palmer Lake,41.945465,-85.317056,2018/08/21 00:00:00+00, ,0.32,K,0.27,K,0.15,K,0.5,K,0.29,0.17,0.29,B,0.53,J,1.9,K,2,K,1,K,0.16,J,0.28,K,0.3,J,0.25,J B,3.1,K,0.26,K,0.19,K,0.32, ,0.35,K,1.2,K,0.77,K,2,K,5.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.3343669996373,41.9814230001714,357,St. Joseph,St. Joseph River,41.981423,-85.334367,2018/08/21 00:00:00+00, ,0,K,0,K,0,K,0,K,0,0,2.3,B,1.3,J,0,K,0,K,0,K,0.65,J,0,K,0.9,J,0.44,J B,0.46,J,0,K,0.96,J,0.76,J,0.81,J,0,K,0,K,0,K,0,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.302718999782,41.9724389995602,358,St. Joseph,St. Joseph River,41.972439,-85.302719,2018/08/21 00:00:00+00, ,2.1,K,0,K,0,K,0.16,K,2.1,5.4,2.9,B,0.2,J,0.32,K,0.57,K,0.31,K,0.88,J,0.36,K,1.8,J,0.33,J B,0.28,J,2,K,1.8,J,4.8,J,1.8,J,3.2,K,0.3,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.359635000255,41.897427000056,359,St. Joseph,Swan Creek,41.897427,-85.359635,2018/08/21 00:00:00+00, ,4.6,K,1.8,K,1.8,K,0.31,K,1.7,2.7,0.3,B,1.1, ,1.9,K,0.27,K,0.28,K,1.8,J,0.17,K,2.9,K,0.26,J B,4.9,K,0.14,K,0.33,K,0.28, ,0.15,J,0.26,K,0.49,K,0.97,K,1.9,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-86.2624509997138,41.8451379998189,360,St. Joseph,Dowagiac River,41.845138,-86.262451,2018/09/19 00:00:00+00, ,5.1,K,1.9,K,1.9,K,0.34,K,1.8,3,1.3,J,0.48,J,0.3,K,0.53,K,0.31,K,0.34,J,0.18,K,0.56,K,0.65,J B,0.26,K,0.16,K,1.1,J,0.53,K,0.78,J,0.29,K,0.28,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-86.3313660004405,41.9802089999454,361,St. Joseph,Farmers Creek,41.980209,-86.331366,2018/09/19 00:00:00+00, ,4.9,K,1.9,K,1.9,K,0.33,K,1.8,2.9,1.1,J,0.46,J,0.29,K,0.52,K,0.3,K,0.24,K,0.18,K,0.55,K,0.42,J B,0.25,K,0.15,K,0.8,K,0.53,J,0.46,K,0.28,K,0.27,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-86.4803609996604,42.0752579998569,362,St. Joseph,Hickory Creek,42.075258,-86.480361,2018/09/19 00:00:00+00, ,5.2,K,2,K,2,K,0.35,K,1.9,3.1,2.4, ,1.7,J,0.31,K,0.55,K,0.32,K,0.66,J,0.19,K,1,J,1,J B,0.27,K,0.16,K,1.4,J,0.91,J,1,J,0.3,K,0.29,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.3882270003757,42.0094139995565,363,St. Joseph,Nottawa Creek,42.009414,-85.388227,2018/09/19 00:00:00+00, ,5,K,1.9,K,1.9,K,0.34,K,1.8,3,1.6,J,0.39,J,0.3,K,0.53,K,0.31,K,0.24,K,0.18,K,0.56,K,0.5,J B,0.26,K,0.15,K,0.88,J,0.52,K,0.47,J,0.29,K,0.28,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-86.4600609997153,42.1205779997749,364,St. Joseph,Ox Creek,42.120578,-86.460061,2018/09/19 00:00:00+00, ,5.1,K,2,K,2,K,0.35,K,1.9,3.1,2.9, ,3.8, ,0.31,K,0.54,K,0.32,K,1.1,J,0.19,K,1.7,J,1.6,J B,0.3,J,0.16,K,2.9, ,4.3, ,2.4, ,0.3,J,0.29,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.7731660002107,41.7699880002461,365,St. Joseph,Pigeon River,41.769988,-85.773166,2018/09/19 00:00:00+00, ,4.6,K,1.8,K,1.8,K,0.95,J,1.7,2.8,1.4,J,0.74,J,0.28,K,0.49,K,0.28,K,0.43,J,0.17,K,0.84,J,0.44,J B,0.24,K,0.14,K,1.6,J,3.8, ,0.91,J,0.27,K,0.26,K,1.2,K,0.98,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-86.4013619997564,42.0607439996359,366,St. Joseph,Pipestone Creek,42.060744,-86.401362,2018/09/19 00:00:00+00, ,4.9,K,1.9,K,1.9,K,0.33,K,1.8,2.9,2.5, ,1,J,0.29,K,0.51,K,0.3,K,0.53,J,0.18,K,0.69,J,0.63,J B,0.25,K,0.15,K,0.87,J,0.99,J,0.72,J,0.28,K,0.27,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.6313779996949,41.944124999669,367,St. Joseph,Portage River,41.944125,-85.631378,2018/09/19 00:00:00+00, ,4.9,K,1.9,K,1.9,K,0.33,K,1.8,2.9,3.3, ,0.95,J,0.29,K,0.52,K,0.3,K,0.67,J,0.18,K,0.91,J,0.99,J B,0.25,K,0.15,K,3, ,2.4, ,1.3,J,0.28,K,0.27,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.6372509998337,41.9458190004466,368,St. Joseph,Rocky River,41.945819,-85.637251,2018/09/19 00:00:00+00, ,5,K,1.9,K,1.9,K,0.34,K,1.8,3,1.8,J,0.42,J,0.3,K,0.53,K,0.31,K,0.35,J,0.18,K,0.56,K,0.4,J B,0.26,K,0.16,K,0.82,K,0.52,K,0.61,J,0.29,K,0.28,K,1.3,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-86.4679059999619,42.0690529996962,369,St. Joseph,St. Joseph River,42.069053,-86.467906,2018/09/19 00:00:00+00, ,4.3,K,1.6,K,1.6,K,0.29,K,1.6,2.5,2.9, ,1.4,J,0.25,K,0.45,K,0.26,K,0.71,J,0.16,K,1.3,J,1.3,J B,0.3,J,0.13,K,1.3,J,10, ,1.6, ,0.25,K,0.24,K,1.1,K,0.9,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-85.6395250003785,41.9096259996402,370,St. Joseph,St. Joseph River,41.909626,-85.639525,2018/09/19 00:00:00+00, ,4.5,K,5.6,J,1.7,K,0.3,K,1.6,2.7,2.6, ,1.1,J,0.27,K,0.48,K,0.28,K,0.56,J,0.16,K,1.3,J,0.59,J B,0.23,K,0.14,K,1.6,J,1.2,J,1,J,0.26,K,0.25,K,1.1,K,0.95,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-86.2712509999337,41.8541859997841,371,St. Joseph,St. Joseph River,41.854186,-86.271251,2018/09/19 00:00:00+00, ,4.8,K,1.9,K,1.9,K,0.33,K,1.8,2.9,2.4, ,1.6,J,0.29,K,0.51,K,0.3,K,0.74,J,0.18,K,1.5,J,1.4,J B,0.34,J,0.15,K,1.7,J,1.8,J,1.5,J,0.28,K,0.27,K,1.2,K,1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
-86.3569060001118,41.840853000066,372,St. Joseph,St. Joseph River,41.840853,-86.356906,2018/09/19 00:00:00+00, ,5,K,13,J,1.9,K,0.34,K,1.8,3,3, ,2.6, ,0.3,K,0.53,K,0.31,K,1.9, ,0.23,J,2.7, ,3,B,1.7,J,0.15,K,3.2, ,5.7, ,2.2, ,0.5,J,0.6,J,1.2,K,1.1,K, , ,Not Measured, ,Not Measured, ,K,K, ,Not Measured,Not Measured,Not Measured
