X,Y,OBJECTID,ID_MA98,AG_MG_KG,AS_MG_KG,BA_MG_KG,BE_MG_KG,CD_MG_KG,CR_MG_KG,CU_MG_KG,HG_MG_KG,MN_MG_KG,MO_MG_KG,NI_MG_KG,PB_MG_KG,SB_MG_KG,SE_MG_KG,ZN_MG_KG,ID_UFSCL,FDOTID_UF,LAB_NUM_UF,DATE_UF,COUNTY_UF,SOIL_ORDER,SO_SER_UF,SOIL_TY_UF,HORIZON_UF,PARENT_UF,LATITUDE,LONGITUDE,ALBERS_X,ALBERS_Y
567087.492699999,323101.6934,138,3908,0.3,0.21,5.1,0.120,0.004,1.7,0.7,2.9,3.200,0.04,7,1.43,0.150,0.04,1.4,S08_006,3908,3908,1978/12/05 00:00:00+00,Charlotte,ODS,PUNTA FINE SAND,"Grossarenic Alaquods, sandy, siliceous, hyperthermic.",A,Thick beds of sandy marine sediments.,26.902808,-82.314597,567087.11,323101.68
536848.192499999,618673.3873,139,4590,0.7,0.17,18.3,2.900,0.007,9.4,2.2,5.2,36.400,0.76,13.4,4.92,0.300,0.18,7.6,S01_103,4590,4590,1980/05/29 00:00:00+00,Alachua,ENTS,CANDLER FINE SAND,"Lamellic Quartzipsamments, uncoated, hyperthermic.",Ap,Thick beds of sandy marine materials.,29.567709,-82.585389,536848.05,618673.69
197795.942899998,760049.9171,140,4750,0.39,2.14,16,0.670,0.01,17.5,4.4,3.9,36.500,0.91,8.5,9.07,0.150,0.12,8.3,S66_029,4750,4750,1980/12/01 00:00:00+00,Walton,ULTS,DOTHAN LOAMY SAND,"Plinthic Kandiudults, fine-loamy, kaolinitic, thermic.",Ap,Sandy and loamy coastal plains marine sediments.,30.83291,-86.115158,197795.9,760050.27
743974.658100002,110265.2216,141,7671,0.43,1.02,7,0.050,0.13,4.9,1,3.8,5.100,0.8,3,3.22,0.150,1.14,1.9,S44_005,7671,7671,,Walton,ENTS,Lignumvitae Marl,"Typic Fluvaquents, coarse-silty, carbonatic, isohyperthermic.",Lk1,Marine from marl material.,24.952091,-80.590369,743974.85,110265.07
273026.604200002,734594.129,142,1475,0.41,0.57,8.5,0.440,0.004,8,2.8,9.9,40.100,0.64,10.3,4.75,NA,0.05,6.9,S32_019,1475,1475,1974/08/01 00:00:00+00,Jackson,ENTS,LAKELAND SAND,"Typic Quartzipsamments, thermic, coated.",A,0,30.612964,-85.325425,273026.4,734594.36
515536.274500001,636473.0451,143,7149,0.49,2.4,5.7,0.300,0.004,5.5,1,2.4,7.300,0.4,7,1.47,0.150,0.03,2.7,S21_003,7149,7149,1986/07/14 00:00:00+00,Gilchrist,ENTS,Ridgewood fine sand,"Aquic Quartzipsamments, uncoated, thermic.",Ap,Sandy marine sediments,29.730053,-82.803892,515536.19,636473.39
788195.1492,270812.6025,144,591,0.36,0.31,5.5,0.130,0.18,28.2,1.7,19.7,12.200,0.73,17.4,6.17,NA,0.18,5.3,S50_017,591,591,1973/05/22 00:00:00+00,Palm Beach,ODS,IMMOKALEE FINE SAND,"Arenic Alaquods, sandy, siliceous, hyperthermic.",A1,Sandy marine sediments.,26.386797,-80.102023,788195,270812.78
95850.4725000001,756321.9588,145,622,0.44,1.43,21.4,0.880,0.004,32.2,5,17.4,31.400,0.74,14.9,8.69,NA,0.27,10.4,S57_022,622,622,1972/07/05 00:00:00+00,Santa Rosa,ENTS,PACTOLUS LOAMY SAND,"Aquic Quartzipsamments, thermic, coated",A1,Sandy marine sediments.,30.779591,-87.180161,95850.37,756322.49
650986.0381,463596.9064,146,1341,0.37,0.04,5.7,1.130,0.01,4.5,1.8,5.3,19.300,1.36,6.6,2.86,NA,0.08,4.1,S49_017,1341,1341,1974/04/17 00:00:00+00,Osceola,ENTS,ADAMSVILLE SAND,"Aquic Quartzipsamments, uncoated, hyperthermic",A,Thick beds of sandy marine sediments.,28.154834,-81.43909,650985.56,463597.21
568841.842799999,516715.0093,147,2155,0.35,0.23,9.7,0.350,0.01,4,1.5,3.5,10.500,0.4,6,4.32,0.150,0.09,2.5,S27_029,2155,2155,1975/07/24 00:00:00+00,Hernando,ULTS,SPARR FINE SAND,"Aquic Grossarenic Paleudults, loamy, siliceous, subactive, hyperthermic.",A,Sandy and loamy marine sediments.,28.64593,-82.269495,568841.79,516714.99
744977.254799999,403667.3853,148,5451,0.52,0.36,1.2,0.010,0.004,5.3,0.5,3,2.900,1.56,31.3,0.47,0.140,1.15,1.4,S31_010,5451,5451,1982/11/01 00:00:00+00,Indian River,ODS,PEPPER SAND,"Alfic Alaquods, sandy, siliceous, hyperthermic, ortstein",A,Sandy and loamy marine deposits,27.594542,-80.497867,744976.88,403667.57
727177.6877,426568.2892,149,5747,0.44,0.31,18.6,0.460,0.05,10.9,30,6.3,56.700,1.24,7.5,8.74,0.400,0.27,28.6,S31_017,5747,5747,1983/05/17 00:00:00+00,Indian River,OLLS,FLORIDANA SAND,"Arenic Argiaquolls, loamy, siliceous, superactive,  hyperthermic.",Ap,"Thick beds of sandy and loamy marine sediments;",27.805121,-80.672202,727177.27,426568.49
526256.632399999,481173.5584,150,3379,0.8,9.2,33.4,0.540,0.02,32,2.2,14.1,294.000,5.3,5.3,72.68,0.300,0.52,11.8,S51_015,3379,3379,1977/10/28 00:00:00+00,Pasco,ISTS,WEEKIWACHEE MUCK,"Terric Sulfisaprists, sandy or sandy skeletal, euic, hyperthermic.",Oa1,Sapric material overlying sand and soft limestone.,28.33062,-82.709738,526256.43,481173.63
259623.352699999,665392.1364,151,4610,0.36,0.34,7,0.310,0.004,29.1,1,2.6,11.000,0.36,7.3,2.71,0.150,0.08,4.8,S03_011,4610,4610,1980/06/03 00:00:00+00,Bay,EPTS,PICKNEY FINE SAND,"Cumulic Humaquepts, sandy, siliceous, thermic.",A,Sandy marine sediments.,29.988129,-85.456792,259623.01,665392.49
603151.460900001,638042.7383,152,5825,0.54,38.17,35.5,1.150,0.004,14.7,2.2,3.7,97.000,1.23,10.2,6.61,0.400,0.01,10.6,S54_017,5825,5825,1983/10/13 00:00:00+00,Putnam,EPTS,FLORAHOME SAND,"Humic Psammentic Dystrudepts, siliceous, hyperthermic.",A1,Sandy marine or fluvial deposits.,29.733633,-81.896702,603151.29,638043.03
745407.1283,110773.9897,153,7673,0.44,1.11,7.8,0.050,0.03,4.7,2,6.3,4.200,1.1,3,1.92,0.150,0.84,2.1,S44_006,7673,7673,,Putnam,ENTS,Cudjoe Marl,"Tropic Fluvaquents, loamy, carbonatic, isohyperthermic.",Lk1,Estuarine from marl material over residuum from limestone material,24.95632,-80.576037,745407.37,110773.89
609567.950800002,444732.2478,154,3019,0.37,1.12,16.7,0.480,0.004,6.8,5.9,4.3,11.300,0.69,8,4.31,NA,0.04,4.8,S53_001,3019,3019,1977/02/22 00:00:00+00,Polk,ALFS,PAISLEY Fine-Loamy VARIANT SAND,"Typic Albaqualfs, fine-loamy, siliceous, superactive, hyperthermic.",A,Clayey marine sediments influenced by underlying calcareous materials.,27.992099,-81.864937,609567.3,444732.49
650211.3924,395906.0403,155,5411,0.49,0.3,7.1,0.550,0.19,14.5,22,2.9,99.100,0.66,8.8,7.88,0.150,0.08,23,S28_001,5411,5411,1982/10/04 00:00:00+00,Highlands,ENTS,ASTATULA SAND,"Typic Quartzipsamments, hyperthermic, uncoated.",Ap,Marine and aeolian sands.,27.54557,-81.461209,650210.99,395906.05
672788.342099998,439139.7037,156,1752,0.37,0.72,17.4,NA,0.14,3.7,2.3,11.1,4.700,1.4,15.8,21.77,NA,0.39,1.6,S49_023,1752,1752,1975/02/11 00:00:00+00,Osceola,OLLS,DELRAY LOAMY FINE SAND,"Grossarenic Argiaquolls, loamy, siliceous, superactive, hyperthermic.",A1,Marine sands and loamy sediments.,27.930411,-81.222324,672787.91,439139.9
647465.368700001,649045.564,157,3237,0.3,0.74,19.3,0.650,0.004,6.4,0.7,3.9,20.600,0.04,0,12.31,0.300,0.08,5.9,S55_008,3237,3237,1977/09/08 00:00:00+00,St. Johns,ALFS,Holopaw Fine Sand,"Grossarenic Endoaqualfs, loamy, siliceous, active, hyperthermic.",A1,Thick beds of sandy over loamy marine sediments.,29.825168,-81.435657,647465.11,649045.76
171447.452100001,746014.4433,158,4256,1.16,0.52,32.8,1.020,0.04,18.6,6.2,13.3,13.400,3.04,8,70.8,1.400,0.7,14,S66_014,4256,4256,1979/11/20 00:00:00+00,Walton,ISTS,PAMLICO MUCK,"Terric Haplosaprists, sandy, siliceous, dysic, thermic.",Oa1,Decomposed woody and herbaceous plant remains over coastal plain sandy marine sediments.,30.702095,-86.387869,171447.41,746014.85
678051.0491,363880.3428,159,6024,1.14,0.03,60.8,0.380,0.007,11.8,7.8,6.5,8.700,5.4,8.8,4.98,1.000,1.36,8.8,S28_013,6024,6024,1984/05/09 00:00:00+00,Highlands,ISTS,Samsula Muck,"Terric Haplosaprists, sandy, siliceous, dysic, hyperthermic.",Oa1,Sapric material overlying loamy and clayey materials.,27.25179,-81.186237,678050.65,363880.42
379216.602200001,728658.012,160,3410,0.45,6.45,32,0.650,0.03,12.5,1.4,4.1,38.300,0.45,0.5,111.2,0.150,0.08,7.1,S37_029,3410,3410,1978/01/05 00:00:00+00,Leon,ULTS,PELHAM FINE SAND,"Arenic Paleaquults, loamy, siliceous, subactive, thermic.",A,0,30.565454,-84.216849,379216.6,728658.2
774830.658300001,265127.4917,161,1129,0.37,0.12,4.1,0.110,0.004,2.3,9.5,127.6,8.600,0.24,7.5,2.41,NA,0.16,3.2,S50_024,1129,1129,1973/10/19 00:00:00+00,Palm Beach,ALFS,BOCA FINE SAND,"Arenic Endoaqualfs, loamy, siliceous, superactive, hyperthermic.",Ap,Moderately thick beds of sandy and loamy marine sediments over limestone.,26.339341,-80.237876,774830.46,265127.6
266418.1756,723698.8167,162,4128,0.33,0.88,6.4,0.340,0.004,1,1.1,3.4,4.000,0.24,7,1.97,0.150,0.02,1.8,S03_003,4128,4128,1979/03/21 00:00:00+00,Bay,ODS,LEON SAND,"Aeric Alaquods, sandy, siliceous, thermic.",A,Sandy marine sediments.,30.514129,-85.393117,266418.01,723699.01
177175.119600002,710088.8996,163,4781,0.28,0.22,6.5,0.130,0.004,9.9,0.7,10.4,7.700,0.56,7.8,2.91,0.150,0.05,1.5,S66_033,4781,4781,1980/12/03 00:00:00+00,Walton,ODS,MANDARIN SAND,"Aquic Alorthods, sandy, siliceous, thermic.",A,Sandy coastal plain marine sediments.,30.379398,-86.320979,177174.98,710089.43
743389.991099998,423212.466,164,5299,0.39,0.25,18.5,0.290,0.004,8.1,1.2,2.3,11.500,1.1,11.6,5.75,0.150,0.08,1.1,S31_007,5299,5299,1982/05/13 00:00:00+00,Indian River,ODS,ELECTRA SAND,"Aquic Arenic Ultic Alorthods, sandy, siliceous, hyperthermic.",A,Thick beds of sandy and loamy marine sediments,27.770878,-80.508355,743389.61,423212.63
722874.204300001,423465.6229,165,5739,1.26,0.59,90,0.220,0.14,18.5,42.8,30.2,15.700,8.42,9,7.88,1.400,2.42,10.8,S31_016,5739,5739,1983/05/17 00:00:00+00,Indian River,ISTS,GATOR MUCK,"Terric Haplosaprists, loamy, siliceous, euic, hyperthermic.",Oap,"Moderately thick beds of organic material overlying beds of loamy and sandy marine sediments;",27.778231,-80.716793,722873.83,423465.78
556597.7425,615303.9537,166,3190,0.3,1.33,29.3,0.260,0.06,11.1,5.2,6.1,14.300,0.09,0.1,17.32,0.300,0.27,5,S01_087,3190,3190,1977/05/19 00:00:00+00,Alachua,ALFS,LEDWITH UMBRIC VARIANT MUCKY FINE SANDY LOAM,"Umbric Albaqualfs, fine, smectitic, superactive, hyperthermic.",A1,Clayey marine deposits.,29.535177,-82.381715,556597.55,615304.22
765975.734000001,373375.8076,167,1824,0.19,0.12,2.7,NA,0.004,0.3,0.2,2.1,8.300,0.7,14.5,2.2,NA,0.03,1.4,S56_009,1824,1824,1975/03/13 00:00:00+00,St. Lucie,ODS,ANKONA FINE SAND,"Arenic Ultic Alaquods, sandy, siliceous, hyperthermic, ortstein.",A1,Sandy and loamy marine sediments.,27.316346,-80.294058,765975.35,373376.02
558625.063700002,615311.4061,168,3175,2.16,2.2,668,0.200,0.014,23.2,5.2,10.2,20.800,7.16,7.2,18.36,1.600,0.52,10,S01_085,3175,3175,1977/05/19 00:00:00+00,Alachua,ISTS,SHENKS MUCK,"TERRIC  HAPLOSAPRISTS, CLAYEY, SMECTITIC, EUIC, HYPERTHERMIC",Oa1,Moderately thick beds of nonwoody plant remains over clayey marine sediments.,29.535003,-82.360766,558624.88,615311.66
677054.729800001,604015.836,169,1685,0.4,0.32,31,1.220,0.004,5.4,1.9,11.1,NA,0.28,6.4,8.53,NA,0.08,5.5,S64_018,1685,1685,1975/01/20 00:00:00+00,Volusia,ALFS,TUSCAWILLA FINE SAND,"Typic  Endoaqualfs, fine-loamy, siliceous, superactive, hyperthermic.",A,Thick deposits of sandy and loamy marine sediments.,29.413829,-81.139964,677054.44,604016.04
640121.441500001,338796.3879,170,4542,0.46,0.19,26.1,0.200,0.07,4.8,3.3,6.9,18.200,2.19,6.9,4.05,0.150,1.71,2.1,S08_009,4532,4532,1980/05/06 00:00:00+00,Charlotte,ISTS,GATOR MUCK,"Terric Haplosaprists, loamy, siliceous, euic, hyperthermic",Oa1,Moderately thick deposits of nonwoody fibrous hydrophytic plant remains and loamy marine sediments.,27.033185,-81.574954,640121.05,338796.41
593724.7082,538842.7331,171,5357,0.52,0.81,9.8,0.920,0.004,6.2,0.7,3.7,11.100,1.44,5.7,3.07,0.150,0.08,3.5,S60_007,5357,5357,1982/05/27 00:00:00+00,Sumter,ULTS,SPARR FINE SAND,"Aquic Grossarenic Paleudults, loamy, siliceous, subactive, hyperthermic",A,Sandy materials underlain with loamy sediments.,28.841783,-82.010848,593724.66,538842.86
676193.049400002,356636.1184,172,6029,0.35,0.07,5.6,0.290,0.004,6.1,6.6,2.3,17.900,1.08,10,1.67,0.150,0.08,7.7,S28_014,6029,6029,1984/05/09 00:00:00+00,Highlands,ODS,IMMOKALEE SAND,"Arenic Alaquods, sandy, siliceous, hyperthermic.",Ap,Sandy marine sediments.,27.186946,-81.206693,676192.72,356636.21
518495.9144,625716.404,173,7395,0.45,2,4.7,0.200,0.004,2.7,1,2,1.500,0.4,5,2.07,0.200,0.08,1.9,S21_014,7395,7395,,Highlands,ODS,Sapelo fine sand,"Ultic  Alaquods, sandy, siliceous, thermic.",A,Sandy and loamy marine sediments,29.63291,-82.774361,518495.74,625716.66
94000.7641000003,732314.5888,174,2881,1.4,9.44,52.2,1.840,0.04,43.6,5.6,12.8,61.200,5.94,15,12.6,NA,0.46,24.2,S57_044,2881,2881,1976/10/20 00:00:00+00,Santa Rosa,ISTS,Tisonia Mixed Variant Muck,"Terric Sulfihemists, clayey, mixed, euic, thermic",Oe,Hydrophytic plant materials and clayey alluvium.,30.562871,-87.192994,94000.76,732315.13
110695.435800001,712460.4357,175,2888,0.44,0.27,7.7,0.350,0.004,1.8,1.7,5.1,8.900,0.64,5.6,4.98,NA,0.08,3,S57_046,2888,2888,1976/10/21 00:00:00+00,Santa Rosa,ODS,LEON SAND,"AERIC  ALAQUODS, SANDY, SILICEOUS, THERMIC",A,Acid sandy marine sediments.,30.387806,-87.013799,110695.55,712460.99
467144.504500002,724364.1346,176,5911,0.4,0.38,31,0.700,0.004,12.2,3.7,2.2,85.800,0.4,7.6,6.52,0.150,0.01,12.1,S40_008,5911,5911,1983/12/14 00:00:00+00,Madison,ALFS,Stockade Fine Sand,"Umbric Endoaqualfs, fine-loamy, siliceous, superactive, thermic.",Ap,Clayey marine sediments.,30.525207,-83.299694,467144.46,724364.41
455968.942499999,721115.78,177,6060,0.74,0.08,93.8,0.700,0.24,48.8,15.6,6,82.200,2.1,31.6,33.7,0.300,0.02,17.6,S40_012,6060,6060,1984/05/08 00:00:00+00,Madison,ULTS,ALBANY SAND,"Aquic Grossarenic Paleudults, loamy, siliceous, subactive, thermic.",Ap,Sandy and loamy marine sediments,30.49646,-83.416412,455968.81,721116.1
380912.490800001,698893.7124,178,3304,0.29,4.02,59.2,0.390,0.02,2.3,3.5,0,45.000,0.74,7.1,30.78,0.300,0.11,5.2,S37_022,3304,3304,1977/10/19 00:00:00+00,Leon,ALFS,LUTTERLOH FINE SAND,"GROSSARENIC PALEUDALFS, LOAMY, SILICEOUS,  SUBACTIVE, THERMIC",A,0,30.297281,-84.198655,380912.38,698893.94
565955.537599999,606073.1569,179,718,0.81,0.21,19.5,0.670,0.004,12.2,2.6,6.4,25.900,0.82,13.7,1.22,0.630,0.26,3.3,S42_125,718,718,1973/07/19 00:00:00+00,Marion,ULTS,WACAHOOTA LOAMY SAND,"Arenic Paleaquults, loamy, siliceous, active, hyperthermic.",Ap,Weathered phosphatic materials.,29.45091,-82.286349,565955.4,606073.47
565210.432799999,489259.4746,180,3354,0.36,3.77,12,0.480,0.1,8.2,42.7,3.3,35.600,0.43,0.4,21.41,0.150,0.02,19.5,S51_012,3354,3354,1977/10/27 00:00:00+00,Pasco,ULTS,MILLHOPPER FINE SAND,"Grossarenic Paleudults, loamy, siliceous, semiactive, hyperthermic.",Ap,Sandy and loamy sediments over marine sands.,28.399185,-82.310565,565210.38,489259.5
397416.424600001,702618.6697,181,4854,0.57,0.62,8.5,0.010,0.02,4.8,0.7,3.8,9.100,1.72,6.9,3.17,NA,0.04,2.6,S33_016,4854,4854,1981/02/04 00:00:00+00,Jefferson,ODS,CHAIRES SANDY OVER LOAMY VARIANT VERY FINE SAND,"Alfic Alaquods, sandy over loamy, siliceous, thermic.",A,Sandy and loamy marine sediments.,30.330979,-84.026898,397416.32,702618.93
593060.633099999,529311.535,182,5339,0.45,0.1,11.6,0.640,0.01,5.6,5.8,3.1,15.600,0.73,7.4,2.99,0.150,0.08,3.3,S60_004,5339,5339,1982/05/25 00:00:00+00,Sumter,ALFS,SUMTERVILLE FINE SAND,"Aquic Arenic Paleudalfs, clayey, mixed, active, hyperthermic",A,Thick beds of sandy and loamy marine sediments.,28.756064,-82.019237,593060.62,529311.7
660393.411400001,405913.8861,183,6344,0.35,0.13,7.2,0.400,0.03,19.9,2.3,3,8.800,1.6,17.1,2.45,0.150,0.08,2.1,S28_017,6344,6344,1985/02/11 00:00:00+00,Highlands,ENTS,BASINGER FINE SAND,"SPODIC PSAMMAQUENTS, SILICEOUS, HYPERTHERMIC",Ap,Marine sands,27.633745,-81.35575,660392.92,405913.97
772871.521499999,148176.5927,184,7666,1.16,0.44,11.4,0.100,0.2,6.6,6,17.3,238.000,3.2,6,50.38,0.300,0.26,9.4,S44_002,7666,7666,,Highlands,ISTS,Matecumbe Muck,"Lithic Udifolists, euic, isohyperthermic.",Oa,Organic from woody material over solid rock from limestone material.,25.286309,-80.292802,772871.65,148176.54
567081.5667,604911.3367,185,723,0.48,0.19,31.6,0.730,0.08,32.8,2.2,15.1,45.200,1.48,10.1,8.87,NA,0.11,6.9,S42_126,723,723,1973/07/19 00:00:00+00,Marion,ALFS,BOARDMAN GRAVELLY LOAMY FINE SAND,"Typic Endoaqualfs, fine-loamy, siliceous, active, hyperthermic.",Ap,Weathered phosphatic materials.,29.440306,-82.274891,567081.36,604911.56
112642.643399999,745654.9525,186,2065,0.5,1.81,25.5,0.900,0.004,13.9,7,4.1,303.000,0.4,9,10.66,0.300,0.26,11,S57_039,2065,2065,1975/06/25 00:00:00+00,Santa Rosa,ULTS,Fuquay Loamy Sand,"Arenic Plinthic Kandiudults, loamy, kaolinitic, thermic.",A1,Loamy materials of marine deposits.,30.687276,-87.00194,112642.56,745655.51
673569.616300002,284826.9335,187,5201,0.47,0.25,21.6,1.200,0.004,25.1,1,8.8,25.200,0.64,9.8,6.35,0.150,0.41,5.5,S26_012,5201,5201,1982/03/19 00:00:00+00,Hendry,OLLS,CHOBEE FINE SANDY LOAM,"Typic Argiaquolls, fine-loamy, siliceous, superactive, hyperthermic.",A1,Loamy marine sediments,26.54084,-81.249413,673569.25,284826.96
616019.951400001,351592.8844,188,5529,0.33,0.19,3.4,0.230,0.004,6.7,1,4.3,3.700,0.93,9,4.89,0.150,0.08,1.6,S14_001,5529,5529,1982/12/14 00:00:00+00,DeSoto,ODS,FARMTON FINE SAND,"Arenic Ultic Alaquods, sandy, siliceous, hyperthermic.",A,Sandy and loamy marine sediments,27.152471,-81.816019,616019.6,351592.9
540744.774900001,525672.7641,189,4956,0.42,0.14,8.9,0.510,0.004,18.9,3,6.5,8.700,2.07,10.6,1.87,0.150,0.02,3.9,S09_010,4956,4956,1981/06/08 00:00:00+00,Citrus,ODS,MYAKKA FINE SAND,"Aeric Alaquods, sandy, siliceous, hyperthermic.",A,Sandy marine sediments.,28.729842,-82.556367,540744.67,525672.89
552358.354800001,550087.6566,190,4985,0.44,0.04,5.2,NA,0.004,4,0.2,2.8,8.200,0.92,6.1,2.85,NA,0.44,2.3,S09_016,4985,4985,1981/06/09 00:00:00+00,Citrus,ENTS,CANDLER FINE SAND,"Lamellic Quartzipsamments, hyperthermic, uncoated.",A,Sandy and loamy marine sediments.,28.948401,-82.434078,552358.15,550087.74
610468.973900001,680341.2094,191,5990,0.5,0.44,117,2.430,0.11,11.3,2.3,4.3,74.400,0.41,8.2,13.52,0.150,0.02,6.7,S10_011,5990,5990,1984/04/25 00:00:00+00,Clay,ULTS,GOLDHEAD LOAMY FINE SAND,"Arenic Endoaqualfs, loamy, siliceous, subactive, thermic",Ap,Loamy marine sediments.,30.113457,-81.813192,610468.77,680341.46
410475.7148,710773.1765,192,4836,0.54,0.21,114,1.590,0.02,28.1,12,15.6,182.000,1.43,16.3,13.45,0.150,0.22,36.7,S33_013,4836,4836,1981/02/03 00:00:00+00,Jefferson,ULTS,Orangeburg Sandy Loam,"Typic Kandiudults, fine-loamy, kaolinitic, thermic",Ap,Loamy marine sediment.,30.404415,-83.890865,410475.65,710773.37
593504.218800001,517891.7302,193,5796,0.44,0.88,14.7,0.540,0.004,8.5,1.4,3,21.500,0.81,8.1,3.11,0.150,0.09,6.3,S60_015,5796,5796,1983/10/03 00:00:00+00,Sumter,ALFS,FT. GREEN,"Arenic Endoaqualfs, loamy, siliceous, semiactive, hyperthermic.",Ap,Sandy and loamy marine deposits.,28.653182,-82.016571,593504.19,517891.79
617796.3717,665568.5023,194,5840,0.57,0.27,6.5,0.530,0.004,93.3,2.9,2.8,82.500,4.56,62.6,9.34,1.360,0.01,13.6,S10_003,5840,5840,1983/10/19 00:00:00+00,Clay,ENTS,RIDGEWOOD FINE SAND,"Aquic Quartzipsamments, thermic, uncoated",A,0,29.979206,-81.739889,617796.14,665568.7
606656.871800002,464957.6442,195,3027,0.35,0.73,6.5,0.820,0.004,6.6,2,4.7,4.600,0.79,7.3,17.48,NA,0.02,4.9,S53_002,3027,3027,1977/02/23 00:00:00+00,Polk,ODS,POMONA FINE SAND,"Ultic Alaquods, sandy, siliceous, hyperthermic.",Ap,Thick beds of sandy and loamy marine sediments.,28.174642,-81.891065,606656.23,464957.86
527150.8237,545614.1998,196,5082,1.14,0.19,45.4,1.500,0.24,90.2,9.8,211.9,36.800,6.54,18,26.64,1.000,0.94,16.8,S09_020,5082,5082,1981/11/23 00:00:00+00,Citrus,ISTS,DURBIN MUCK,"Typic Sulfisaprists, euic, hyperthermic.",Oa1,Deposits of herbaceous plant materials over sandy marine sediment.,28.910764,-82.693624,527150.72,545614.28
598941.375700001,465972.1186,197,5620,0.47,1.22,5.2,0.930,0.004,3.6,1.7,5.3,6.400,1.61,5.4,2.15,0.150,0.04,4,S53_016,5620,5620,1983/01/25 00:00:00+00,Polk,ODS,MYAKKA FINE SAND,"Aeric Alaquods, sandy, siliceous, hyperthermic",Ap,"Sandy marine sediments;",28.184941,-81.969617,598940.74,465972.31
392962.574099999,710192.0772,198,4816,0.37,0.87,13.9,0.320,0.004,10.6,2.2,6,54.900,0.87,8.9,3.33,0.150,0.08,3.3,S33_010,4816,4816,1981/02/02 00:00:00+00,Jefferson,ENTS,FOXWORTH FINE SAND,"Typic Quartzipsamments, thermic, coated .",A,Sandy marine sediments.,30.399202,-84.073313,392962.54,710192.27
539999.447799999,526160.0591,199,4949,0.45,0.12,7.5,0.350,0.004,14.3,1.9,6.9,9.300,1.41,9.7,2.27,0.150,0.01,2.4,S09_009,4949,4949,1981/06/08 00:00:00+00,Citrus,ODS,EAUGALLIE FINE SAND,"Alfic Alaquods, sandy, siliceous, hyperthermic.",A,Sandy and loamy marine sediments,28.734308,-82.563953,539999.27,526160.19
598406.3191,684931.6511,200,5969,0.35,3.54,6.7,1.420,0.004,6.1,1.2,2.4,14.900,0.82,7.6,5.26,0.150,0.08,3.8,S10_008,5969,5969,1984/04/24 00:00:00+00,Clay,ULTS,ALBANY FINE SAND,"Aquic Grossarenic Paleudults, loamy, siliceous, subactive, thermic.",A,Marine loamy sands,30.156679,-81.937703,598406.16,684931.87
119398.1611,758738.0139,201,1375,0.5,0.18,28.1,0.050,0.004,2.2,0.5,24.7,1.600,0,1,0.28,0.400,0.29,4,S57_026,1375,1375,1973/12/07 00:00:00+00,Santa Rosa,ULTS,DOTHAN FINE SANDY LOAM,"Plinthic Kandiudults, fine-loamy, kaolinitic, thermic",A,"Unconsolidated sandy loam, sandy clay loam, and sandy clay marine sediments.",30.806622,-86.934646,119398.09,758738.53
109917.952399999,713638.8989,202,2894,0.36,0.12,3.7,0.210,0.004,1.1,1.8,21.2,14.300,0.15,6.2,2.59,NA,0.08,3.7,S57_047,2894,2894,1976/10/21 00:00:00+00,Santa Rosa,ENTS,KUREB SAND,"SPODIC QUARTZIPSAMMENTS, THERMIC,  COATED",A,Sandy marine deposits.,30.39825,-87.022196,109918.03,713639.47
539410.3257,666854.9155,203,6643,0.43,0.17,22.7,0.600,0.004,20.5,2.1,5,119.000,1.62,14.4,7.71,0.150,0.07,5.8,S63_003,6643,6643,1985/06/26 00:00:00+00,Union,ULTS,BLANTON FINE SAND,"Grossarenic Paleudults, loamy, siliceous, semiactive, thermic.",Ap,0,30.001407,-82.553062,539410.26,666855.15
562655.055,657007.5113,204,6994,0.49,2.6,6.1,0.600,0.03,19.6,1.6,2.6,5.500,2.5,14,3.29,0.250,0.12,2.8,S04_010,6994,6994,1986/05/12 00:00:00+00,Bradford,ODS,POTTSBURG SAND,"GROSSARENIC  ALAQUODS, SANDY, SILICEOUS, THERMIC",Ap,0,29.910046,-82.313231,562654.91,657007.74
408618.730799999,695092.5356,205,5033,0.43,0.21,8.8,0.180,0.004,8.5,1.9,3.7,4.600,1.21,8,1.81,0.150,0.02,6.1,S33_024,5033,5033,1981/10/07 00:00:00+00,Jefferson,ODS,LEON FINE SAND,"Aeric Alaquods, sandy, siliceous, thermic.",A,Sandy marine sediments.,30.263143,-83.91033,408618.67,695092.79
464939.530000001,658092.5312,206,7867,0.5,0.06,11.6,0.300,0.004,5.8,0.9,3.3,38.000,1.28,8.1,2.88,0.150,0.08,3.5,S34_002,7867,7867,1989/04/11 00:00:00+00,Lafayette,ALFS,Albany Fine Sand,"Aquic Grossarenic Paleudults, loamy, siliceous, subactive, thermic.",Ap,Marine deposits,29.928244,-83.326467,464939.38,658092.85
467234.7863,667623.3355,207,7873,0.5,0.1,3.6,0.200,0.004,3.1,0.5,5.6,3.300,1.51,6.8,1.56,0.250,0.08,1.3,S34_003,7873,7873,1989/04/12 00:00:00+00,Lafayette,ODS,Leon fine sand,"Aeric Alaquods, sandy, siliceous, thermic.",Ap,Marine sediments,30.013984,-83.302102,467234.71,667623.65
