X,Y,OBJECTID,ID_MA98,AG_MG_KG,AS_MG_KG,BA_MG_KG,BE_MG_KG,CD_MG_KG,CR_MG_KG,CU_MG_KG,HG_MG_KG,MN_MG_KG,MO_MG_KG,NI_MG_KG,PB_MG_KG,SB_MG_KG,SE_MG_KG,ZN_MG_KG,ID_UFSCL,FDOTID_UF,LAB_NUM_UF,DATE_UF,COUNTY_UF,SOIL_ORDER,SO_SER_UF,SOIL_TY_UF,HORIZON_UF,PARENT_UF,LATITUDE,LONGITUDE,ALBERS_X,ALBERS_Y
663102.1906,228762.0117,349,7442,0.41,4.1,15.7,1.000,0.04,40.9,1,4.1,40.300,0.9,9,5.45,0.150,0.47,2.3,S11_005,7442,7442,1987/09/19 00:00:00+00,Collier,EPTS,Jupiter Loamy Variant Fine Sandy Loam,"Lithic Endoaquolls, loamy, mixed, superactive, calcareous, hyperthermic.",A1,Residuum from marl material,26.037883,-81.36666,663101.89,228761.93
574744.819400001,321341.4695,350,3913,0.31,0.34,6.7,0.290,0.004,1.3,0.7,3.2,4.700,0.26,7,2.66,0.150,0.06,1.7,S08_007,3913,3913,1978/12/05 00:00:00+00,Charlotte,ODS,SMYRNA FINE SAND,"Aeric Alaquods, sandy, siliceous, hyperthermic.",A,Thick sandy marine deposits.,26.885991,-82.237622,574744.41,321341.46
637231.145799998,686446.8294,351,1993,0.35,0.15,13.4,0.260,0.004,1.2,1.1,2.5,14.100,0.4,6.1,4.96,0.330,0.08,2,S16_011,1993,1993,1975/06/03 00:00:00+00,Duval,ODS,POTTSBURG FINE SAND,"Grossarenic Alaquods, sandy, siliceous, thermic.",A,0,30.163905,-81.53393,637230.87,686447.03
603135.6756,326432.3859,352,3684,0.28,0.21,6.2,0.210,0.004,2.2,1.2,3.6,2.400,0.45,9.3,2.27,0.300,0.02,4,S08_004,3684,3684,1978/05/11 00:00:00+00,Charlotte,ALFS,MALABAR FINE SAND,"Grossarenic Endoaqualfs, loamy, siliceous, active, hyperthermic.",A,Thick beds of sandy and loamy marine sediments.,26.927887,-81.950483,603135.33,326432.35
764165.583900001,167569.6084,353,6542,0.71,0.23,14,0.050,1,36.8,23.4,7.4,314.000,1.97,3.6,19.88,0.650,0.56,29.6,S13_204,6542,6542,1985/05/15 00:00:00+00,Dade,ENTS,"PENNSUCO MARL, DRAINED","TYPIC FLUVAQUENTS, COARSE-SILTY, CARBONATIC, HYPERTHERMIC",Lkp,0,25.463408,-80.373641,764165.69,167569.65
603663.8462,704869.5994,354,2313,0.21,0.53,9.8,1.800,0.02,7.3,1,2.4,10.900,0.73,6.7,5.62,NA,0.08,3.1,S16_017,2313,2313,1975/09/29 00:00:00+00,Duval,ODS,OLUSTEE FINE SAND,"ULTIC  ALAQUODS, SANDY, SILICEOUS, THERMIC",A,0,30.335485,-81.879502,603663.69,704869.83
623827.957699999,722458.2601,355,2581,0.38,0.67,40.9,1.610,0.004,6.8,1.8,18.1,40.500,0.46,7.1,7.64,NA,0.25,3.1,S16_021,2581,2581,1976/03/29 00:00:00+00,Duval,ULTS,Surrency Alfic Variant Loamy Fine Sand,"Arenic Umbric Endoaqualfs, loamy, siliceous, semiactive, thermic.",A1,0,30.490663,-81.666141,623827.72,722458.46
612590.926600002,721027.0933,356,2609,0.54,3.34,70.8,2.830,0.004,38.9,2.3,11.5,44.600,1.9,13.4,18.49,NA,0.6,12.8,S16_025,2609,2609,1976/03/31 00:00:00+00,Duval,OLLS,YULEE CLAY,"Typic  Endoaquolls, fine-loamy, siliceous, superactive, thermic.",A1,0,30.479637,-81.783552,612590.66,721027.3
623659.5962,718430.2813,357,1986,0.41,0.39,96.7,1.500,0.004,5.2,2.2,57,197.000,0.8,7.2,12.13,0.200,0.05,4.7,S16_010,1986,1986,1975/06/02 00:00:00+00,Duval,ULTS,ALBANY FINE SAND,"Grossarenic Paleudults, loamy, siliceous, subactive, thermic.",A,0,30.454402,-81.66869,623659.34,718430.52
385211.087400001,687773.8919,358,6556,0.25,0.51,7.5,0.100,0.004,3.4,0.7,3.9,5.300,0.1,7.7,1.34,0.150,0.15,1.9,S65_002,6556,6556,1985/05/28 00:00:00+00,Wakulla,ODS,CHAIRES FINE SAND,"Alfic Alaquods, sandy, siliceous, thermic.",Ap,0,30.19715,-84.153773,385210.94,687774.15
386270.304400001,687483.5879,359,6564,0.31,0.35,85.4,0.200,0.004,4.2,0.6,2.4,16.600,0.39,6.6,7.14,0.150,0.08,2.2,S65_003,6564,6564,1985/05/28 00:00:00+00,Wakulla,ALFS,TOOLES FINE SAND,"Arenic Albaqualfs, loamy, siliceous, superactive, thermic.",Ap,0,30.194546,-84.142756,386270.18,687483.8
381546.2951,692859.5244,360,6579,0.28,0.59,57.7,0.200,0.004,3.6,1,2.8,58.600,0.17,7.2,5.54,0.150,0.06,4,S65_007,6579,6579,1985/05/29 00:00:00+00,Wakulla,ENTS,FOX WORTH,"Typic Quartzipsamments, thermic, coated .",Ap,"Sandy marine and aeolian deposits; marine terrace.",30.242923,-84.191961,381546.18,692859.72
360705.434599999,669420.6509,361,6895,0.51,2.8,6.6,0.120,0.03,6,0.7,2.8,61.700,1.6,8.9,4.24,0.310,0.09,3.1,S65_015,6895,6895,1986/03/18 00:00:00+00,Wakulla,ENTS,LAKELAND,"Typic Quartzipsamments, thermic, coated .",Ap,"Sandy marine and aeolian deposits; upland sand ridge",30.031303,-84.407945,360705.26,669420.92
321118.509500001,640067.2872,362,7096,0.42,1.5,2.2,0.500,0.004,2.7,1,1.5,11.300,0.4,7,3.18,0.150,0.01,4.2,S19_003,7096,7096,1986/06/03 00:00:00+00,Franklin,ENTS,RESOTA FINE SAND,"SPODIC QUARTZIPSAMMENTS, THERMIC, COATED",A,Sandy marine sediments,29.765121,-84.816897,321118.22,640067.59
321254.350699998,640399.3443,363,7101,0.38,4.3,3,0.300,0.004,2.1,2,4.3,6.800,0.4,8,2.14,0.150,0.2,2.8,S19_004,7101,7101,1996/06/03 00:00:00+00,Franklin,ODS,MANDARIN FINE SAND,"Aquic Alaquods, sandy, siliceous, thermic",A,Sandy marine deposits,29.76812,-84.815513,321254.13,640399.62
365293.383299999,693975.707,364,6587,0.28,0,12.3,0.200,0.004,4.8,1.1,4.3,61.000,0.26,7.7,3.05,0.150,0.05,3.5,S65_009,6587,6587,1985/05/30 00:00:00+00,Wakulla,ALFS,OTELA SAND,"Grossarenic Paleudalfs, loamy, siliceous, semiactive, thermic.",Ap,"Sandy and loamy marine sediments; uplands.",30.252651,-84.361061,365293.25,693975.93
362932.089499999,674366.1765,365,6878,0.41,4.7,13.3,0.200,0.004,2.7,1.1,4.7,109.000,0.4,8,5.36,0.150,0.08,2.2,S65_012,6878,6878,1986/03/17 00:00:00+00,Wakulla,ENTS,ALPIN SAND,"Lamellic  Quartzipsamments, thermic, coated.",Ap,"Sandy marine and aeolian deposits; upland sand ridge.",30.07592,-84.384989,362931.91,674366.45
618657.816599999,708911.757,366,2320,0.33,0.46,85.6,1.170,0.004,5.8,1.6,3.3,65.700,0.42,6.9,22.27,NA,0.08,6.1,S16_018,2320,2320,1975/09/29 00:00:00+00,Duval,ULTS,Goldhead loamy fine sand,"Arenic Endoaqualfs, loamy, siliceous, active, thermic.",A,0,30.369491,-81.722646,618657.55,708911.96
360142.973499998,676069.8905,367,6896,0.37,1.7,7.1,0.600,0.004,4.9,2,1.7,4.900,1.4,9,2.9,0.150,0.1,3.9,S65_016,6901,6901,1986/03/19 00:00:00+00,Wakulla,ODS,HURRICANE SAND,"Aquic Grossarenic Alorthods, sandy, siliceous, thermic.",Ap,Sandy marine sediments,30.091187,-84.414016,360142.84,676070.18
357899.283,668840.1577,368,6901,0.4,2.8,7.3,0.300,0.004,4.3,2.2,2.8,72.000,1,9,3.89,0.250,0.09,3.4,S65_018,6912,6912,1986/03/19 00:00:00+00,Wakulla,ENTS,CHIPLEY FINE SAND,"Aquic Quartzipsamments, thermic, coated.",Ap,Sandy marine and aeolian deposits.,30.025987,-84.437056,357899.13,668840.35
305247.0112,654103.1287,369,7453,0.42,3.3,24.8,0.600,0.004,4.4,1,3.3,24.100,0.9,13,0.21,0.500,0.11,2.7,S19_016,7453,7453,1987/11/16 00:00:00+00,Franklin,ODS,SAPELO FINE SAND,0,Ap,0,29.890505,-84.982413,305246.84,654103.4
740714.6851,321164.1386,370,59,1.16,2.38,77.4,0.040,0.02,5.7,52.4,159.8,95.200,3.64,64.4,4.18,1.200,1.14,20,S50_004,59,59,1971/01/28 00:00:00+00,Palm Beach,ISTS,TERRA CEIA MUCK,"Typic Haplosaprists, euic, hyperthermic.",Oap,Non-woody fresh water plant remains.,26.85289,-80.564443,740714.46,321164.26
607364.089000002,276667.5286,371,3130,0.23,2.77,8.9,0.480,0.004,11.3,1.1,3.5,9.300,0.12,0.1,14.78,0.300,0.08,6.4,S36_001,3130,3130,1977/05/02 00:00:00+00,Lee,ENTS,HALLANDALE FINE SAND,"LITHIC PSAMMAQUENTS, SILICEOUS, HYPERTHERMIC",A,"Thin beds of sandy marine sediments; tidal marsh.",26.479038,-81.916312,607363.76,276667.49
611788.304099999,283711.8516,372,3640,0.34,0.35,227,0.100,0.004,1.7,0.5,5.1,3.600,0.44,6.1,3.19,0.150,0.08,1.5,S36_009,3640,3640,1978/05/08 00:00:00+00,Lee,ALFS,BOCA FINE SAND,"Arenic Endoaqualfs, loamy, siliceous, superactive, hyperthermic.",A,Moderately thick beds of sandy and loamy marine sediments over a thin limestone ledge and boulders.,26.541808,-81.870642,611787.95,283711.78
623203.037999999,279356.8115,373,3648,0.52,4.86,1990,0.260,0.01,8.7,1,4.3,7.000,1.42,7.7,4.74,0.150,0.06,20.6,S36_011,3648,3648,1978/05/09 00:00:00+00,Lee,ALFS,POMPANO FINE SAND,"Typic Psammaquents, siliceous, hyperthermic.",A1,Thick beds of sandy and loamy marine sediments.,26.500758,-81.756697,623202.67,279356.7
617719.977600001,276652.9609,374,3656,0.32,0.11,5.2,0.430,0.004,2.3,0.5,0,2.100,0.45,6.5,1.15,0.150,0.05,1.1,S36_012,3656,3656,1978/05/09 00:00:00+00,Lee,ODS,IMMOKALEE FINE SAND,"Arenic Alaquods, sandy, siliceous, hyperthermic.",A,Thick beds of marine sands.,26.477291,-81.812275,617719.67,276652.91
617713.9866,278157.3981,375,3731,0.3,0.43,6.9,0.110,0.004,4.5,0.6,3.2,2.900,0.19,9.5,2.14,0.300,0.08,1.1,S36_014,3731,3731,1978/06/20 00:00:00+00,Lee,ENTS,POMPANO FINE SAND,"Typic Psammaquents, siliceous, hyperthermic.",A,Thick beds of marine sands.,26.490843,-81.812067,617713.62,278157.3
615545.432999998,304466.1711,376,3744,0.3,0.03,6.4,0.130,0.004,3.7,0.7,5.3,2.900,0.16,7.4,1.59,NA,0.05,1.5,S36_016,3744,3744,1978/06/22 00:00:00+00,Lee,ODS,OLDSMAR SAND,"Alfic Arenic Alaquods, sandy, siliceous, hyperthermic.",A,Thick beds of sandy and loamy marine sediments.,26.728147,-81.829202,615545.1,304466.16
525407.452199999,684439.1509,377,3964,0.63,6.08,15,1.380,0.004,17.1,2.7,4,10.800,1.44,7,7.84,0.300,0.55,3.5,S12_007,3964,3964,1978/12/12 00:00:00+00,Columbia,ULTS,Surrency Loamy Surface Variant Mucky Fine Sandy Loam,"Umbric Paleaquults, coarse-loamy, siliceous, subactive, thermic.",A1,Sandy and loamy sediments,30.161218,-82.696457,525407.33,684439.47
753390.340100002,175340.0287,378,6532,0.51,2.26,11.2,0.050,1.02,6.5,66.7,4.1,118.000,2.13,2.3,23.99,0.600,0.91,15,S13_200,6532,6532,1985/05/14 00:00:00+00,Dade,ENTS,"BISCAYNE MARL, DRAINED","TYPIC FLUVAQUENTS, LOAMY, CARBONATIC, HYPERTHERMIC",Lkp,Water-deposited marl,25.536242,-80.478673,753390.34,175340.05
649900.0207,613732.5199,379,7033,0.44,1.7,19.5,0.400,0.004,6.7,0.7,1.7,14.000,0.4,9,1.78,0.150,0.08,1,S18_004,7033,7033,1986/05/20 00:00:00+00,Flagler,ALFS,PINEDA FINE SAND,"ARENIC GLOSSAQUALFS, LOAMY, SILICEOUS,  ACTIVE,  HYPERTHERMIC",A,Sandy and loamy marine sediments,29.506715,-81.418096,649899.73,613732.78
659087.991099998,607188.8377,380,7051,0.67,2.8,128,2.300,0.04,21.9,1.8,2.8,60.800,1.6,10,18.54,0.150,0.37,51.7,S18_006,7051,7051,1990/05/21 00:00:00+00,Flagler,ALFS,WINDER VERY FINE SANDY LOAM,"TYPIC GLOSSAQUALFS, FINE-LOAMY, SILICEOUS, SUPERACTIVE, HYPERTHERMIC",A,Sandy and loamy marine sediments,29.44603,-81.324664,659087.69,607189.06
656758.999899998,599812.3631,381,7057,1.32,11.2,81.6,1.000,0.08,28.6,17.2,11.2,34.000,8.2,16,11.28,0.500,1.8,12.8,S18_007,7057,7057,1986/05/21 00:00:00+00,Flagler,ISTS,Denaud Muck,"Histic Humaquepts, coarse-loamy, siliceous, superactive, nonacid,  hyperthermic.",Oa,Depositional organic materials over loamy marine sediments,29.380065,-81.350342,656758.75,599812.57
516116.667100001,641481.0548,382,7154,0.37,3.4,5.6,0.300,0.004,11,1,3.4,16.500,1,11,2.01,0.150,0.06,3,S21_004,7154,7154,1986/07/16 00:00:00+00,Gilchrist,ODS,Hurricane fine sand,"Aquic Grossarenic Alorthods, sandy, siliceous, thermic.",Ap,Sandy marine sediments,29.775109,-82.797378,516116.61,641481.41
670968.370000001,604915.9782,383,7219,0.43,2.4,7,0.400,0.004,17.4,2,2.4,14.500,1,14,1.27,0.150,0.07,2.1,S18_009,7219,7219,1986/12/15 00:00:00+00,Flagler,ODS,SMYRNA FINE SAND,"Aeric Alaquods, sandy, siliceous, hyperthermic.",A,Sandy marine sediments,29.423191,-81.202561,670968.08,604916.13
663329.625599999,629256.6572,384,7246,0.38,1.9,10.3,0.500,0.004,3.2,1,1.9,26.500,0.4,8,3.29,0.150,0.08,3.1,S18_014,7246,7246,1986/12/17 00:00:00+00,Flagler,ENTS,Adamsville fine sand,"Aquic Quartzipsamments, sandy, siliceous, hyperthermic, uncoated.",A,"Marine, sandy",29.643901,-81.275846,663329.38,629256.81
353404.4683,664048.862,385,7347,0.41,3.3,17.8,0.200,0.004,5.3,2,3.3,13.500,0.9,16,2.07,0.150,0.02,9.2,S19_015,7347,7347,1987/04/28 00:00:00+00,Franklin,ULTS,BLANTON FINE SAND,0,Ap,0,29.982674,-84.483522,353404.28,664049.14
661970.599100001,591514.4496,386,7378,0.35,4.6,9.7,0.300,0.004,6.5,1,4.6,6.500,0.4,15,0.18,0.150,0.04,5.9,S18_020,7378,7378,1987/05/20 00:00:00+00,Flagler,ENTS,VALKARIA FINE SAND,"Spodic Psammaquents, siliceous, hyperthermic.",A,Sandy marine sediments,29.304334,-81.298453,661970.31,591514.63
655450.265099999,594807.3453,387,7385,0.73,4.8,52.6,2.700,0.004,74.2,4.5,4.8,43.400,2.65,25,19.15,0.150,0.33,17.7,S18_021,7385,7385,1987/05/20 00:00:00+00,Flagler,OLLS,FAVORETTA CLAY,"Typic Argiaquolls, fine, smectitic, hyperthermic.",A,Clayey marine sediments,29.335253,-81.364947,655450.06,594807.54
302522.756700002,654100.2736,388,7464,0.46,2.5,10.9,0.700,0.06,24.4,3,2.5,18.600,2,12,4.04,0.150,0.11,3.3,S19_018,7464,7464,1987/11/16 00:00:00+00,Franklin,ULTS,PELHAM FINE SAND,0,Ap,0,29.890281,-85.010657,302522.5,654100.55
325792.1272,661677.2263,389,7472,0.45,5.6,5,0.900,0.16,4.4,2,5.6,12.900,0.8,7,2.59,0.200,0.01,2.4,S19_020,7472,7472,1987/11/18 00:00:00+00,Franklin,ALFS,MEADOWBROOK SAND,0,Ap,0,29.960046,-84.769895,325791.93,661677.55
279519.865800001,714930.5802,390,7538,0.44,10.4,9.3,1.200,0.004,306,10,10.4,60.100,9.4,184,4.97,0.200,0.08,8.5,S07_007,7538,7538,1988/05/18 00:00:00+00,Calhoun,ODS,Hurricane sand,"Aquic Grossarenic Alorthods, sandy, siliceous, thermic.",A,Sandy marine sediments,30.43639,-85.25556,279519.641559,714930.677999
279870.035300002,715204.4789,391,7550,0.48,3.6,10.1,1.100,0.004,6.5,3,3.6,73.300,1,8,5.78,0.300,0.08,6.5,S07_009,7550,7550,1988/05/18 00:00:00+00,Calhoun,ENTS,Lakeland sand,"Typic Quartzipsamments, thermic, coated.",A,Sandy marine and aeolian deposits,30.43889,-85.25194,279869.812326,715204.576538
594643.634500001,447772.9828,392,3473,0.39,5.58,10.3,0.280,0.004,2.7,1,3.1,4.900,1.1,1.1,105.6,0.150,0.08,2.7,S53_006,3473,3473,1978/04/03 00:00:00+00,Polk,ODS,ZOLFO FINE SAND,"Aquic Grossarenic Alorthods, sandy, siliceous, hyperthermic.",Ap,Thick beds of marine sands.,28.021719,-82.01646,594642.97,447773.18
256953.588199999,667030.2528,393,4602,0.68,0.11,13.5,0.700,0.007,6,2.2,6,22.600,0.24,13.4,3.86,0.300,0.24,19.6,S03_010,4602,4602,1980/06/03 00:00:00+00,Bay,ODS,POTTSBURG FINE SAND,"Grossarenic Alaquods, sandy, siliceous, thermic.",Ap,Sandy marine sediments.,30.002598,-85.4847,256953.22,667030.59
785069.934,244903.148,394,4657,0.3,0.12,9.4,0.060,0.004,16.5,2.8,5.7,11.000,1.29,12.4,11.06,0.150,0.08,4.4,S06_019,4657,4657,1980/06/11 00:00:00+00,Broward,ODS,"IMMOKALEE SAND, LIMESTONE SUBSTRATUM","Arenic Alaquods, sandy, siliceous, hyperthermic.",A,Sandy marine sediments.,26.154356,-80.141521,785069.76,244903.3
360619.898800001,708924.8425,395,2256,0.23,0.59,0,NA,0.004,0,0,25.7,NA,0,0,3.89,NA,0.03,4,S37_001,2256,2256,1975/09/16 00:00:00+00,Leon,ENTS,LAKELAND SAND,"TYPIC QUARTZIPSAMMENTS , THERMIC,  COATED",A,0,30.387212,-84.410197,360619.78,708925.05
376316.960299999,708745.6891,396,3256,0.44,0.46,10.3,NA,0.004,6.6,1.6,3,64.100,1.37,24.1,5.75,NA,0.08,7.7,S37_015,3256,3256,1977/10/17 00:00:00+00,Leon,ENTS,LAKELAND SAND,"TYPIC QUARTZIPSAMMENTS, THERMIC, COATED",Ap,0,30.385975,-84.246688,376316.87,708745.91
650498.562199999,658570.028,397,3831,0.34,0.16,10.2,0.400,0.04,0.8,1.2,3.6,9.000,0.21,7,3.6,0.150,0.08,2.2,S55_030,3831,3831,1978/10/17 00:00:00+00,St. Johns,ODS,MYAKKA MUCK,"Aeric Alaquods, sandy, siliceous, hyperthermic.",Oa,Deposits of marine sands.,29.910372,-81.402156,650498.29,658570.17
610380.045699999,404303.4416,398,3978,0.38,0.13,10.7,0.640,0.04,9.3,16.1,1.4,71.500,0.69,8,4.26,0.150,0.25,14,S25_007,3978,3978,1979/02/06 00:00:00+00,Hardee,ULTS,SPARR FINE SAND,"Aquic Grossarenic Paleudults, loamy, siliceous, subactive, hyperthermic",Ap,Sandy and loamy marine sediments.,27.627975,-81.863798,610379.6,404303.56
629652.447799999,329700.3497,399,4912,0.34,0.38,6.8,0.250,0.004,14.9,1.9,7.1,5.700,1.15,11.2,1.71,0.150,0.08,2.1,S08_012,4912,4912,1981/05/26 00:00:00+00,Charlotte,ODS,EAUGALLIE SAND,"Alfic Alaquods, sandy, siliceous, hyperthermic.",A,Unconsolidated sandy marine sediments.,26.953088,-81.682384,629652.12,329700.4
622935.759799998,661030.2495,400,5829,0.48,0.32,10.1,NA,0.01,8.4,0.8,3.3,38.900,1.39,9,11.81,0.430,0.03,4.3,S10_001,5829,5829,1983/10/19 00:00:00+00,Clay,ULTS,BLANTON FINE SAND,"Grossarenic Paleudults, loamy, siliceous, semiactive, thermic.",A,Marine loamy sands,29.937473,-81.687452,622935.53,661030.44
561431.117899999,654179.1724,401,6779,0.35,3.4,14.4,0.500,0.01,14.2,1.8,3.4,44.000,1.32,12.3,5.05,0.150,0.01,5.6,S04_006,6779,6779,1986/01/22 00:00:00+00,Bradford,ENTS,LAKELAND SAND,"Typic Quartzipsamments, thermic, coated",Ap,Sandy marine sediments.,29.884721,-82.32632,561431,654179.48
733201.632199999,320145.5506,402,61,0.94,6.94,93.4,1.500,0.56,40.6,56.2,57.7,NA,4.22,25.4,21.12,NA,2.74,120.8,S50_005,61,61,1971/01/28 00:00:00+00,Palm Beach,ISTS,TORRY MUCK,"Typic Haplosaprists, euic, hyperthermic.",Oap,Non-woody fresh water plant remains mixed with clayey mineral materials.,26.845583,-80.640442,733201.48,320145.67
272735.399099998,733753.4439,403,1480,0.38,0.64,9.9,0.650,0.02,6.2,3,5.3,45.200,0.37,7.2,5.14,NA,0.02,7.6,S32_020,1480,1480,1974/08/01 00:00:00+00,Jackson,ULTS,Troup Sand,"Grossarenic Kandiudults, loamy, kaolinitic, thermic.",Ap,Marine terrace.,30.60536,-85.32837,272735.25,733753.68
561507.816599999,493393.8456,404,1615,0.48,0.45,19.9,0.010,0.02,14.3,0.7,3,25.700,1.74,28.4,6.03,NA,0.07,8.3,S27_013,1615,1615,1975/01/06 00:00:00+00,Hernando,ULTS,KENDRICK FINE SAND,"Arenic Paleudults, loamy, siliceous, semiactive, hyperthermic.",A,Loamy marine sediments.,28.436861,-82.347857,561507.72,493393.82
252311.043499999,693730.1282,405,4614,0.43,0.11,6.5,0.690,0.004,11.9,1.2,5.4,12.100,0.74,7.3,4.15,0.150,0.11,4.5,S03_012,4614,4614,1980/06/04 00:00:00+00,Bay,ULTS,PLUMMER SANDY Bt VARIANT SAND,"Grossarenic Paleaquults, sandy, siliceous, thermic.",Ap,Sandy and loamy marine sediments.,30.242607,-85.536332,252310.77,693730.31
572196.0515,544633.819,406,5314,0.47,0.46,7,0.670,0.004,6.7,1,4.7,6.200,1.08,19,2.41,0.150,0.08,1.7,S60_001,5314,5314,1982/05/24 00:00:00+00,Sumter,ODS,WABASSO FINE SAND,"Alfic Alaquods, sandy over loamy, siliceous, active, hyperthermic",A,Sandy and loamy marine deposits.,28.896878,-82.231018,572195.9,544633.93
678069.048700001,473547.5334,407,1353,1.08,1.76,24,0.360,0.36,16.8,12,39.8,8.800,5.24,12.8,4.72,NA,3.24,12.8,S49_019,1353,1353,1974/04/18 00:00:00+00,Osceola,ISTS,SAMSULA MUCK,"Terric Haplosaprists, sandy or sandy skeletal, siliceous, dysic, hyperthermic.",Oa1,Moderately thick beds of hydrophytic non-woody plant remains.,28.239072,-81.160505,678068.66,473547.68
385529.3726,706479.3656,408,3402,0.38,9.58,9.4,0.260,0.004,5.3,1.2,4.1,10.800,0.56,0.6,289.5,0.150,0.02,4.9,S37_028,3402,3402,1978/01/04 00:00:00+00,Leon,ODS,LEON SAND,"Aeric Alaquods, sandy, siliceous, thermic.",A,0,30.365688,-84.150701,385529.26,706479.57
608748.600099999,302793.3977,409,3751,0.31,0.21,8,0.190,0.004,1.5,0.8,2.4,3.000,0.26,7,2.2,0.150,0.08,1.7,S36_017,3751,3751,1978/06/23 00:00:00+00,Lee,ODS,EAUGALLIE SAND,"Alfic Haplaquods, sandy, siliceous, hyperthermic.",A,Moderately thick beds of sandy and loamy marine sediments.,26.714142,-81.897928,608748.18,302793.39
781390.717599999,227197.9599,410,4647,0.27,0.07,10.4,0.040,0.004,35.7,2,6,5.900,1.15,11.6,7.35,0.150,0.04,2.6,S06_017,4647,4647,1980/06/10 00:00:00+00,Broward,ENTS,DADE FINE SAND,"Spodic Quartzipsamments, hyperthermic, uncoated.",Ap,Sandy marine sediments.,25.995923,-80.183852,781390.65,227198.01
470436.3488,697143.6515,411,6048,0.45,0.9,10.7,0.270,0.08,7.6,1.3,2.4,88.200,1.03,9,4.71,0.150,0.08,4.9,S40_010,6048,6048,1984/05/08 00:00:00+00,Madison,ENTS,ALPIN SAND,"Lamellic Quartzipsamments, thermic, coated.",A,Sandy marine sediments.,30.279766,-83.267049,470436.2,697143.95
740175.8495,325027.1196,412,65,1.24,2.4,55.6,0.080,0.1,21.8,47.2,73.4,85.600,3.96,19.8,2.92,NA,1.2,31.2,S50_006,65,65,1971/01/28 00:00:00+00,Palm Beach,ISTS,OKEELANTA MUCK,"Terric Haplosaprists, sandy, siliceous, euic, hyperthermic.",Oap,Non-woody fresh water plant remains mixed with sandy mineral materials.,26.887806,-80.56879,740175.7,325027.27
556675.349599998,487490.3931,413,3561,0.36,13.23,10,0.420,0,8.2,1.3,2,16.100,0.58,7.4,0,0.150,0.08,7.9,S51_022,3561,3561,1978/04/12 00:00:00+00,Pasco,ENTS,Tavares Coated Variant Sand,"Typic Quartzipsamments, coated, hyperthermic.",A,Sandy marine sediments.,28.384283,-82.39807,556675.19,487490.42
396299.7982,720206.1696,414,4517,0.4,2.06,28.5,0.970,0.004,38.7,3.3,4.1,67.100,1.44,13.2,5.18,0.150,0.12,6.8,S33_007,4510,4510,1980/04/09 00:00:00+00,Jefferson,ULTS,BONIFAY FINE SAND,"Grossarenic Plinthic Paleudults, loamy, siliceous, subactive, thermic.",Ap,0,30.489451,-84.03858,396299.73,720206.36
625861.288400002,651442.4703,415,5855,0.31,0.43,4.4,0.710,0.004,27.2,1.2,5.2,7.300,1.47,19.7,3.78,0.150,0.05,2.1,S10_006,5855,5855,1983/10/20 00:00:00+00,Clay,ODS,MANDARIN FINE SAND,"Aquic  Alorthods, sandy, siliceous, thermic",A,Sandy marine deposits.,29.850625,-81.659,625861.07,651442.65
597583.279300001,439336.3398,416,5867,0.38,1.87,11.7,0.660,0.004,8.6,3.6,2.6,13.900,1.11,7.3,3.12,0.150,0.08,4.5,S53_020,5867,5867,1983/12/06 00:00:00+00,Polk,ULTS,Sparr Fine Sand,"Aquic Grossarenic Paleudults, loamy, siliceous, subactive, hyperthermic",Ap,Sandy and loamy marine sediments,27.945332,-81.987911,597582.58,439336.46
534843.835499998,687470.0671,417,4411,0.42,1.84,13,0.670,0.004,15.3,3.2,3.9,21.300,1.96,6.8,15.07,0.150,0.07,10.3,S12_016,4411,4411,1980/02/20 00:00:00+00,Columbia,ODS,HURRICANE FINE SAND,"Aquic Grossarenic  Alorthods, sandy, siliceous, thermic",Ap,Sandy marine sediment.,30.18759,-82.598021,534843.76,687470.36
594505.953499999,538238.9405,418,5350,0.52,0.03,13,1.420,0.004,8.4,1.4,3.5,48.000,1.62,6.9,7.36,0.150,0.08,6.9,S60_006,5350,5350,1982/05/26 00:00:00+00,Sumter,ULTS,MILLHOPPER SAND,"Grossarenic Paleudults, loamy, siliceous, semiactive, hyperthermic",A,Thick beds of sandy and loamy marine sediments.,28.836233,-82.002928,594505.89,538239.07
658410.087000001,461610.5324,419,1929,0.3,0.28,13.1,NA,0.01,3.1,0.8,4.1,9.100,1.66,15.3,3.27,NA,0.05,2.2,S49_030,1929,1929,1975/05/20 00:00:00+00,Osceola,ODS,OLDSMAR FINE SAND,"Alfic Arenic Alaquods, sandy, siliceous, hyperthermic.",A,Marine sands and loamy materials.,28.135543,-81.363795,658409.59,461610.82
393098.649,709953.9436,420,4811,0.57,0.31,14,NA,0.004,9.3,0.7,3.3,57.300,1.73,26.9,5.58,NA,0.08,3.8,S33_009,4811,4811,1981/02/02 00:00:00+00,Jefferson,ENTS,ALPIN FINE SAND,"Lamellic Quartzipsamments, coated, thermic.",A,Sandy marine sediments.,30.397057,-84.071894,393098.58,709954.2
